Episode,Epsilon,Reward,Reward cumulee,Episode Duration,Loss,True Value,Value Estimate,TD Error
1,0.9,-10,-10,0.052622079849243164,0.007646648213267326,0.09895048,0.15221484,-0.053264357
1,0.9,-10,-10,0.052622079849243164,0.007646648213267326,0.098262295,0.080214836,0.01804746
1,0.9,-10,-10,0.052622079849243164,0.007646648213267326,0.11123693,0.10046955,0.010767378
1,0.9,-10,-10,0.052622079849243164,0.007646648213267326,0.09464471,0.057714816,0.036929894
1,0.9,-10,-10,0.052622079849243164,0.007646648213267326,0.072722636,0.037808582,0.034914054
1,0.9,-10,-10,0.052622079849243164,0.007646648213267326,0.074207745,0.07944438,-0.005236633
1,0.9,-10,-10,0.052622079849243164,0.007646648213267326,0.07525405,0.15124704,-0.07599299
1,0.9,-10,-10,0.052622079849243164,0.007646648213267326,0.09283511,0.06575848,0.027076632
1,0.9,-10,-10,0.052622079849243164,0.007646648213267326,0.25434652,0.18165801,0.072688505
1,0.9,-10,-10,0.052622079849243164,0.007646648213267326,0.07402954,0.13854037,-0.06451083
1,0.9,-10,-10,0.052622079849243164,0.007646648213267326,0.07037388,0.04048608,0.0298878
1,0.9,-10,-10,0.052622079849243164,0.007646648213267326,0.08860061,0.036923595,0.05167702
1,0.9,-10,-10,0.052622079849243164,0.007646648213267326,0.07332975,0.13167989,-0.058350146
1,0.9,-10,-10,0.052622079849243164,0.007646648213267326,0.074203126,0.14951648,-0.07531335
1,0.9,-10,-10,0.052622079849243164,0.007646648213267326,0.26305592,0.18511987,0.07793605
1,0.9,-10,-10,0.052622079849243164,0.007646648213267326,0.091805,0.05063687,0.041168135
1,0.9,-10,-10,0.052622079849243164,0.007646648213267326,0.08988977,0.08250925,0.007380523
1,0.9,-10,-10,0.052622079849243164,0.007646648213267326,0.075602904,0.11884698,-0.04324408
1,0.9,-10,-10,0.052622079849243164,0.007646648213267326,0.09317442,0.08691044,0.006263979
1,0.9,-10,-10,0.052622079849243164,0.007646648213267326,0.27122727,0.187703,0.08352427
1,0.9,-10,-10,0.052622079849243164,0.007646648213267326,0.075207844,0.15003406,-0.07482621
1,0.9,-10,-10,0.052622079849243164,0.007646648213267326,0.11900344,0.10831937,0.0106840655
1,0.9,-10,-10,0.052622079849243164,0.007646648213267326,0.107959494,0.07844005,0.029519446
1,0.9,-10,-10,0.052622079849243164,0.007646648213267326,0.07396951,0.14971103,-0.075741515
1,0.9,-10,-10,0.052622079849243164,0.007646648213267326,0.07431329,0.12902749,-0.054714195
1,0.9,-10,-10,0.052622079849243164,0.007646648213267326,0.07376553,0.11170248,-0.03793695
1,0.9,-10,-10,0.052622079849243164,0.007646648213267326,0.108746484,0.07878697,0.029959515
1,0.9,-10,-10,0.052622079849243164,0.007646648213267326,0.09510736,0.081716865,0.013390496
1,0.9,-10,-10,0.052622079849243164,0.007646648213267326,0.07551559,0.13161616,-0.05610057
1,0.9,-10,-10,0.052622079849243164,0.007646648213267326,0.09427427,0.08108441,0.01318986
1,0.9,-10,-10,0.052622079849243164,0.007646648213267326,0.06799154,0.075961486,-0.007969946
1,0.9,-10,-10,0.052622079849243164,0.007646648213267326,0.20049712,0.1827263,0.017770827
1,0.9,-10,-10,0.052622079849243164,0.007646648213267326,0.09060224,0.08308941,0.00751283
1,0.9,-10,-10,0.052622079849243164,0.007646648213267326,0.10275335,0.089886785,0.012866564
1,0.9,-10,-10,0.052622079849243164,0.007646648213267326,0.2033749,0.1822861,0.021088809
1,0.9,-10,-10,0.052622079849243164,0.007646648213267326,0.07312168,0.13177823,-0.058656543
1,0.9,-10,-10,0.052622079849243164,0.007646648213267326,0.120618515,0.16587858,-0.045260064
1,0.9,-10,-10,0.052622079849243164,0.007646648213267326,0.12240092,0.1674055,-0.045004584
1,0.9,-10,-10,0.052622079849243164,0.007646648213267326,0.10700846,0.095902845,0.011105612
1,0.9,-10,-10,0.052622079849243164,0.007646648213267326,0.22670811,0.17095868,0.05574943
1,0.9,-10,-10,0.052622079849243164,0.007646648213267326,0.095471695,0.041004702,0.054466993
1,0.9,-10,-10,0.052622079849243164,0.007646648213267326,0.06675346,0.15513377,-0.08838031
1,0.9,-10,-10,0.052622079849243164,0.007646648213267326,0.22288516,0.18273418,0.040150985
1,0.9,-10,-10,0.052622079849243164,0.007646648213267326,0.11363836,0.07775771,0.035880648
1,0.9,-10,-10,0.052622079849243164,0.007646648213267326,0.25043574,0.18241835,0.06801739
1,0.9,-10,-10,0.052622079849243164,0.007646648213267326,0.10936953,0.08027187,0.029097661
1,0.9,-10,-10,0.052622079849243164,0.007646648213267326,0.08772375,0.0726845,0.01503925
1,0.9,-10,-10,0.052622079849243164,0.007646648213267326,0.09873984,0.075205415,0.023534425
1,0.9,-10,-10,0.052622079849243164,0.007646648213267326,0.09143567,0.15683916,-0.06540349
1,0.9,-10,-10,0.052622079849243164,0.007646648213267326,0.2587252,0.18487115,0.073854044
1,0.9,-10,-10,0.052622079849243164,0.007646648213267326,0.09351271,0.0779222,0.015590504
1,0.9,-10,-10,0.052622079849243164,0.007646648213267326,0.088540204,0.0426833,0.045856904
1,0.9,-10,-10,0.052622079849243164,0.007646648213267326,0.1975425,0.1828426,0.014699906
1,0.9,-10,-10,0.052622079849243164,0.007646648213267326,0.074557565,0.11817479,-0.043617226
1,0.9,-10,-10,0.052622079849243164,0.007646648213267326,0.11582946,0.10734576,0.0084837
1,0.9,-10,-10,0.052622079849243164,0.007646648213267326,0.08033212,0.060012188,0.020319935
1,0.9,-10,-10,0.052622079849243164,0.007646648213267326,0.09599869,0.089931734,0.0060669556
1,0.9,-10,-10,0.052622079849243164,0.007646648213267326,0.0688421,0.13734923,-0.068507135
1,0.9,-10,-10,0.052622079849243164,0.007646648213267326,0.21633904,0.18251365,0.033825383
1,0.9,-10,-10,0.052622079849243164,0.007646648213267326,0.07369368,0.044486742,0.029206935
1,0.9,-10,-10,0.052622079849243164,0.007646648213267326,0.097519234,0.08389712,0.013622113
1,0.9,-10,-10,0.052622079849243164,0.007646648213267326,0.0889913,0.04476584,0.044225458
1,0.9,-10,-10,0.052622079849243164,0.007646648213267326,0.09709454,0.08431271,0.012781836
1,0.9,-10,-10,0.052622079849243164,0.007646648213267326,0.10018546,0.087611385,0.012574077
1,0.9,-10,-10,0.052622079849243164,0.007646648213267326,0.07351469,0.035759088,0.037755605
1,0.9,-10,-10,0.052622079849243164,0.007646648213267326,0.06668681,0.11950068,-0.052813873
1,0.9,-10,-10,0.052622079849243164,0.007646648213267326,0.094074875,0.08762575,0.0064491257
1,0.9,-10,-10,0.052622079849243164,0.007646648213267326,0.24244128,0.17807867,0.064362615
1,0.9,-10,-10,0.052622079849243164,0.007646648213267326,0.118754335,0.18583076,-0.06707642
1,0.9,-10,-10,0.052622079849243164,0.007646648213267326,0.09512692,0.040407624,0.054719295
1,0.9,-10,-10,0.052622079849243164,0.007646648213267326,0.08392107,0.14820161,-0.06428055
1,0.9,-10,-10,0.052622079849243164,0.007646648213267326,0.06784978,0.11254564,-0.04469586
1,0.9,-10,-10,0.052622079849243164,0.007646648213267326,0.08408472,0.14127861,-0.05719389
1,0.9,-10,-10,0.052622079849243164,0.007646648213267326,0.06743219,0.15205103,-0.084618844
1,0.9,-10,-10,0.052622079849243164,0.007646648213267326,0.10205871,0.08012562,0.021933086
1,0.9,-10,-10,0.052622079849243164,0.007646648213267326,0.101283,0.08844215,0.012840852
1,0.9,-10,-10,0.052622079849243164,0.007646648213267326,0.2668966,0.18253063,0.08436598
1,0.9,-10,-10,0.052622079849243164,0.007646648213267326,0.076073624,0.06058116,0.015492465
1,0.9,-10,-10,0.052622079849243164,0.007646648213267326,0.11497131,0.105580226,0.009391084
1,0.9,-10,-10,0.052622079849243164,0.007646648213267326,0.11424704,0.08721919,0.027027845
1,0.9,-10,-10,0.052622079849243164,0.007646648213267326,0.1044225,0.09213638,0.012286119
1,0.9,-10,-10,0.052622079849243164,0.007646648213267326,0.23017882,0.18295403,0.04722479
1,0.9,-10,-10,0.052622079849243164,0.007646648213267326,1.1167332,0.27109617,0.845637
1,0.9,-10,-10,0.052622079849243164,0.007646648213267326,0.088251285,0.037341025,0.05091026
1,0.9,-10,-10,0.052622079849243164,0.007646648213267326,0.10989527,0.07839433,0.031500936
1,0.9,-10,-10,0.052622079849243164,0.007646648213267326,0.07516162,0.06409268,0.01106894
1,0.9,-10,-10,0.052622079849243164,0.007646648213267326,0.103522465,0.09091556,0.012606904
1,0.9,-10,-10,0.052622079849243164,0.007646648213267326,0.095713995,0.089779004,0.005934991
1,0.9,-10,-10,0.052622079849243164,0.007646648213267326,0.20926476,0.19724332,0.012021437
1,0.9,-10,-10,0.052622079849243164,0.007646648213267326,0.07552111,0.14431736,-0.06879625
1,0.9,-10,-10,0.052622079849243164,0.007646648213267326,0.23811692,0.18205662,0.0560603
1,0.9,-10,-10,0.052622079849243164,0.007646648213267326,0.12806639,0.17003609,-0.0419697
1,0.9,-10,-10,0.052622079849243164,0.007646648213267326,0.091288716,0.047469925,0.04381879
1,0.9,-10,-10,0.052622079849243164,0.007646648213267326,0.09329165,0.14944439,-0.05615274
1,0.9,-10,-10,0.052622079849243164,0.007646648213267326,0.23414786,0.18250497,0.051642895
1,0.9,-10,-10,0.052622079849243164,0.007646648213267326,0.06772619,0.1226667,-0.054940514
1,0.9,-10,-10,0.052622079849243164,0.007646648213267326,0.09675561,0.083339274,0.013416335
1,0.9,-10,-10,0.052622079849243164,0.007646648213267326,0.11303871,0.07790636,0.03513235
1,0.9,-10,-10,0.052622079849243164,0.007646648213267326,0.10297131,0.090248995,0.012722313
1,0.9,-10,-10,0.052622079849243164,0.007646648213267326,0.09985419,0.07835087,0.021503322
1,0.9,-10,-10,0.052622079849243164,0.007646648213267326,0.10642219,0.07886426,0.027557932
1,0.9,-10,-10,0.052622079849243164,0.007646648213267326,0.07520821,0.045316424,0.029891785
1,0.9,-10,-10,0.052622079849243164,0.007646648213267326,0.06693277,0.17471693,-0.10778417
1,0.9,-10,-10,0.052622079849243164,0.007646648213267326,0.11193072,0.08303335,0.028897367
1,0.9,-10,-10,0.052622079849243164,0.007646648213267326,0.07772952,0.1266316,-0.04890208
1,0.9,-10,-10,0.052622079849243164,0.007646648213267326,0.104073614,0.07994651,0.024127103
1,0.9,-10,-10,0.052622079849243164,0.007646648213267326,0.21303308,0.16389431,0.04913877
1,0.9,-10,-10,0.052622079849243164,0.007646648213267326,0.08225487,0.13899523,-0.05674036
1,0.9,-10,-10,0.052622079849243164,0.007646648213267326,0.068792954,0.1710998,-0.10230684
1,0.9,-10,-10,0.052622079849243164,0.007646648213267326,0.106699824,0.17352161,-0.066821784
1,0.9,-10,-10,0.052622079849243164,0.007646648213267326,0.112352714,0.10181874,0.010533974
1,0.9,-10,-10,0.052622079849243164,0.007646648213267326,0.098792724,0.08101898,0.017773747
1,0.9,-10,-10,0.052622079849243164,0.007646648213267326,0.21961293,0.18267073,0.0369422
1,0.9,-10,-10,0.052622079849243164,0.007646648213267326,0.10588829,0.07896538,0.026922911
1,0.9,-10,-10,0.052622079849243164,0.007646648213267326,0.06989367,0.14636458,-0.07647091
1,0.9,-10,-10,0.052622079849243164,0.007646648213267326,0.07661611,0.1259963,-0.049380198
1,0.9,-10,-10,0.052622079849243164,0.007646648213267326,0.07147326,0.11865852,-0.047185257
1,0.9,-10,-10,0.052622079849243164,0.007646648213267326,0.074406676,0.07616347,-0.0017567948
1,0.9,-10,-10,0.052622079849243164,0.007646648213267326,0.08937916,0.036644682,0.05273448
1,0.9,-10,-10,0.052622079849243164,0.007646648213267326,0.09636362,0.07980563,0.016557992
1,0.9,-10,-10,0.052622079849243164,0.007646648213267326,0.06830811,0.12869963,-0.060391523
1,0.9,-10,-10,0.052622079849243164,0.007646648213267326,0.091427065,0.036997885,0.05442918
1,0.9,-10,-10,0.052622079849243164,0.007646648213267326,0.09866793,0.072804734,0.025863193
