Episode,Epsilon,Reward,Reward cumulee,Episode Duration,Loss,True Value,Estimate Value,TD Error
1,0.9,-10,-10,0.028257369995117188,0.5500780344009399,-0.5926873,0.077239364,-0.66992664
1,0.9,-10,-10,0.028257369995117188,0.5500780344009399,0.6285036,0.10699104,0.52151257
1,0.9,-10,-10,0.028257369995117188,0.5500780344009399,-0.039239272,-0.37819132,0.33895206
1,0.9,-10,-10,0.028257369995117188,0.5500780344009399,0.8646065,0.16748343,0.69712305
1,0.9,-10,-10,0.028257369995117188,0.5500780344009399,-0.14965168,-0.06158123,-0.088070445
1,0.9,-10,-10,0.028257369995117188,0.5500780344009399,0.10320358,-0.23479587,0.33799946
1,0.9,-10,-10,0.028257369995117188,0.5500780344009399,0.8820784,2.0414648,-1.1593864
1,0.9,-10,-10,0.028257369995117188,0.5500780344009399,0.40880463,1.8364611,-1.4276564
1,0.9,-10,-10,0.028257369995117188,0.5500780344009399,-0.22871706,0.36869565,-0.5974127
1,0.9,-10,-10,0.028257369995117188,0.5500780344009399,0.48942655,0.7475457,-0.25811917
1,0.9,-10,-10,0.028257369995117188,0.5500780344009399,0.13262516,0.4741824,-0.34155723
1,0.9,-10,-10,0.028257369995117188,0.5500780344009399,0.3266468,0.6014143,-0.27476752
1,0.9,-10,-10,0.028257369995117188,0.5500780344009399,-0.2950104,0.18219498,-0.47720537
1,0.9,-10,-10,0.028257369995117188,0.5500780344009399,-0.2958744,0.65327036,-0.9491447
1,0.9,-10,-10,0.028257369995117188,0.5500780344009399,-0.49764714,0.17212173,-0.66976887
1,0.9,-10,-10,0.028257369995117188,0.5500780344009399,0.12478206,0.47961065,-0.3548286
1,0.9,-10,-10,0.028257369995117188,0.5500780344009399,-0.06059236,0.8269166,-0.8875089
1,0.9,-10,-10,0.028257369995117188,0.5500780344009399,1.7864728,0.21733989,1.5691329
1,0.9,-10,-10,0.028257369995117188,0.5500780344009399,1.028507,1.4582267,-0.4297197
1,0.9,-10,-10,0.028257369995117188,0.5500780344009399,-0.611888,-0.07762733,-0.53426063
1,0.9,-10,-10,0.028257369995117188,0.5500780344009399,0.93387586,1.4340426,-0.5001667
1,0.9,-10,-10,0.028257369995117188,0.5500780344009399,0.013313424,0.39323938,-0.37992597
1,0.9,-10,-10,0.028257369995117188,0.5500780344009399,1.0625354,1.3859133,-0.32337785
1,0.9,-10,-10,0.028257369995117188,0.5500780344009399,0.04867209,0.022303164,0.026368927
1,0.9,-10,-10,0.028257369995117188,0.5500780344009399,0.038521316,1.4168285,-1.3783072
1,0.9,-10,-10,0.028257369995117188,0.5500780344009399,0.3182098,0.033010527,0.28519928
1,0.9,-10,-10,0.028257369995117188,0.5500780344009399,-0.20112252,-0.027478993,-0.17364353
1,0.9,-10,-10,0.028257369995117188,0.5500780344009399,0.7650955,-0.32942477,1.0945202
1,0.9,-10,-10,0.028257369995117188,0.5500780344009399,0.2706965,-0.54573345,0.81643
1,0.9,-10,-10,0.028257369995117188,0.5500780344009399,-0.5345967,0.6462692,-1.1808659
1,0.9,-10,-10,0.028257369995117188,0.5500780344009399,0.24632485,0.41904867,-0.17272381
1,0.9,-10,-10,0.028257369995117188,0.5500780344009399,0.06368683,0.49467137,-0.43098456
1,0.9,-10,-10,0.028257369995117188,0.5500780344009399,-0.4698767,0.21832362,-0.68820035
1,0.9,-10,-10,0.028257369995117188,0.5500780344009399,0.95282197,2.0110474,-1.0582254
1,0.9,-10,-10,0.028257369995117188,0.5500780344009399,0.85389614,2.0211058,-1.1672096
1,0.9,-10,-10,0.028257369995117188,0.5500780344009399,0.5355089,0.7755915,-0.24008262
1,0.9,-10,-10,0.028257369995117188,0.5500780344009399,-0.68929595,0.4213432,-1.1106391
1,0.9,-10,-10,0.028257369995117188,0.5500780344009399,-0.638389,-0.5463656,-0.09202337
1,0.9,-10,-10,0.028257369995117188,0.5500780344009399,0.26730663,0.42332855,-0.15602192
1,0.9,-10,-10,0.028257369995117188,0.5500780344009399,1.0633352,0.7611027,0.3022325
1,0.9,-10,-10,0.028257369995117188,0.5500780344009399,-0.43921915,0.34509933,-0.78431845
1,0.9,-10,-10,0.028257369995117188,0.5500780344009399,-0.7195478,-0.12939307,-0.59015477
1,0.9,-10,-10,0.028257369995117188,0.5500780344009399,-0.04152031,1.3496277,-1.3911481
1,0.9,-10,-10,0.028257369995117188,0.5500780344009399,0.8439123,1.5399466,-0.69603425
1,0.9,-10,-10,0.028257369995117188,0.5500780344009399,-0.002899655,0.72919655,-0.7320962
1,0.9,-10,-10,0.028257369995117188,0.5500780344009399,0.39285645,0.62289476,-0.23003832
1,0.9,-10,-10,0.028257369995117188,0.5500780344009399,0.078152955,0.46066034,-0.38250738
1,0.9,-10,-10,0.028257369995117188,0.5500780344009399,1.0030321,2.0223107,-1.0192786
1,0.9,-10,-10,0.028257369995117188,0.5500780344009399,0.529573,1.517219,-0.9876459
1,0.9,-10,-10,0.028257369995117188,0.5500780344009399,-0.08737683,1.3020076,-1.3893844
1,0.9,-10,-10,0.028257369995117188,0.5500780344009399,0.15938915,0.464865,-0.30547583
1,0.9,-10,-10,0.028257369995117188,0.5500780344009399,-0.28143486,0.64193165,-0.92336655
1,0.9,-10,-10,0.028257369995117188,0.5500780344009399,0.33070758,0.8030015,-0.47229394
1,0.9,-10,-10,0.028257369995117188,0.5500780344009399,-0.08106291,1.3042674,-1.3853303
1,0.9,-10,-10,0.028257369995117188,0.5500780344009399,0.3667785,0.35768002,0.00909847
1,0.9,-10,-10,0.028257369995117188,0.5500780344009399,-0.6374275,0.41377428,-1.0512018
1,0.9,-10,-10,0.028257369995117188,0.5500780344009399,0.8599271,1.5692637,-0.7093366
1,0.9,-10,-10,0.028257369995117188,0.5500780344009399,-0.71567047,-0.61915433,-0.09651613
1,0.9,-10,-10,0.028257369995117188,0.5500780344009399,0.15473332,0.91851413,-0.76378083
1,0.9,-10,-10,0.028257369995117188,0.5500780344009399,-0.14506671,-0.09201725,-0.05304946
1,0.9,-10,-10,0.028257369995117188,0.5500780344009399,0.868559,0.53042674,0.33813226
1,0.9,-10,-10,0.028257369995117188,0.5500780344009399,-0.51459086,-0.010956317,-0.5036346
1,0.9,-10,-10,0.028257369995117188,0.5500780344009399,0.07027856,0.18430701,-0.11402845
1,0.9,-10,-10,0.028257369995117188,0.5500780344009399,-0.047293946,0.49573004,-0.543024
1,0.9,-10,-10,0.028257369995117188,0.5500780344009399,0.13532498,0.42245662,-0.28713164
1,0.9,-10,-10,0.028257369995117188,0.5500780344009399,-0.2993867,0.30420998,-0.6035967
1,0.9,-10,-10,0.028257369995117188,0.5500780344009399,0.52140373,1.1355861,-0.6141824
1,0.9,-10,-10,0.028257369995117188,0.5500780344009399,-0.663722,0.4137256,-1.0774477
1,0.9,-10,-10,0.028257369995117188,0.5500780344009399,-0.14465813,0.06636211,-0.21102025
1,0.9,-10,-10,0.028257369995117188,0.5500780344009399,0.08982918,-0.033467814,0.12329699
1,0.9,-10,-10,0.028257369995117188,0.5500780344009399,0.8057321,2.0643282,-1.2585962
1,0.9,-10,-10,0.028257369995117188,0.5500780344009399,-0.81585926,-0.14584407,-0.6700152
1,0.9,-10,-10,0.028257369995117188,0.5500780344009399,0.49365488,-0.41344413,0.907099
1,0.9,-10,-10,0.028257369995117188,0.5500780344009399,0.5701063,0.113642305,0.45646402
1,0.9,-10,-10,0.028257369995117188,0.5500780344009399,0.28823486,0.6647097,-0.37647483
1,0.9,-10,-10,0.028257369995117188,0.5500780344009399,0.77765006,0.73329896,0.0443511
1,0.9,-10,-10,0.028257369995117188,0.5500780344009399,0.1666828,0.24194118,-0.07525839
1,0.9,-10,-10,0.028257369995117188,0.5500780344009399,-0.64295936,0.3194245,-0.96238387
1,0.9,-10,-10,0.028257369995117188,0.5500780344009399,0.043956243,0.60229826,-0.55834204
1,0.9,-10,-10,0.028257369995117188,0.5500780344009399,0.84284854,1.6183116,-0.7754631
1,0.9,-10,-10,0.028257369995117188,0.5500780344009399,0.84814954,1.5943645,-0.746215
1,0.9,-10,-10,0.028257369995117188,0.5500780344009399,-0.03381343,1.2613913,-1.2952048
1,0.9,-10,-10,0.028257369995117188,0.5500780344009399,0.4844224,0.1688909,0.3155315
1,0.9,-10,-10,0.028257369995117188,0.5500780344009399,-0.43223146,-0.21659203,-0.21563943
1,0.9,-10,-10,0.028257369995117188,0.5500780344009399,0.36285076,1.7526422,-1.3897914
1,0.9,-10,-10,0.028257369995117188,0.5500780344009399,0.8477097,1.4094704,-0.5617607
1,0.9,-10,-10,0.028257369995117188,0.5500780344009399,0.951252,0.63484013,0.31641185
1,0.9,-10,-10,0.028257369995117188,0.5500780344009399,0.48380435,0.9931023,-0.50929797
1,0.9,-10,-10,0.028257369995117188,0.5500780344009399,0.81890756,0.18785743,0.6310501
1,0.9,-10,-10,0.028257369995117188,0.5500780344009399,-0.83798385,-0.064655215,-0.77332866
1,0.9,-10,-10,0.028257369995117188,0.5500780344009399,0.40669498,0.97320056,-0.56650555
1,0.9,-10,-10,0.028257369995117188,0.5500780344009399,0.8371916,0.49424753,0.34294406
1,0.9,-10,-10,0.028257369995117188,0.5500780344009399,0.8101411,0.20618416,0.60395694
1,0.9,-10,-10,0.028257369995117188,0.5500780344009399,-0.1863083,-0.18109077,-0.0052175224
1,0.9,-10,-10,0.028257369995117188,0.5500780344009399,-0.41070265,0.59472287,-1.0054255
1,0.9,-10,-10,0.028257369995117188,0.5500780344009399,-0.46257627,0.7036048,-1.1661811
1,0.9,-10,-10,0.028257369995117188,0.5500780344009399,0.44348475,0.9606397,-0.51715493
1,0.9,-10,-10,0.028257369995117188,0.5500780344009399,0.058496013,-0.27475178,0.33324778
1,0.9,-10,-10,0.028257369995117188,0.5500780344009399,0.652495,0.63815755,0.01433748
1,0.9,-10,-10,0.028257369995117188,0.5500780344009399,-0.07046804,-0.37086055,0.3003925
1,0.9,-10,-10,0.028257369995117188,0.5500780344009399,0.8353568,1.594763,-0.75940627
1,0.9,-10,-10,0.028257369995117188,0.5500780344009399,1.0413749,1.4269016,-0.38552666
1,0.9,-10,-10,0.028257369995117188,0.5500780344009399,0.41254738,-0.4620701,0.87461746
1,0.9,-10,-10,0.028257369995117188,0.5500780344009399,-0.4223526,-0.6949994,0.27264678
1,0.9,-10,-10,0.028257369995117188,0.5500780344009399,0.8820386,1.5769808,-0.69494224
1,0.9,-10,-10,0.028257369995117188,0.5500780344009399,-0.5685181,0.034428865,-0.602947
1,0.9,-10,-10,0.028257369995117188,0.5500780344009399,-0.26627508,0.75679386,-1.0230689
1,0.9,-10,-10,0.028257369995117188,0.5500780344009399,0.0036016766,1.3896637,-1.386062
2,0.8775,-10,-10,0.030692100524902344,1.8714648485183716,0.9409442,0.9794414,-0.03849721
2,0.8775,-10,-10,0.030692100524902344,1.8714648485183716,1.9769025,1.9473323,0.029570222
2,0.8775,-10,-10,0.030692100524902344,1.8714648485183716,3.3068535,2.9053483,0.40150523
2,0.8775,-10,-10,0.030692100524902344,1.8714648485183716,0.47863376,0.2825248,0.19610897
2,0.8775,-10,-10,0.030692100524902344,1.8714648485183716,3.4234257,3.0874066,0.33601904
2,0.8775,-10,-10,0.030692100524902344,1.8714648485183716,1.5215572,1.3787158,0.14284146
2,0.8775,-10,-10,0.030692100524902344,1.8714648485183716,1.3285158,1.2841616,0.0443542
2,0.8775,-10,-10,0.030692100524902344,1.8714648485183716,2.2426357,2.1223316,0.12030411
2,0.8775,-10,-10,0.030692100524902344,1.8714648485183716,0.89594126,0.55394375,0.3419975
2,0.8775,-10,-10,0.030692100524902344,1.8714648485183716,1.44274,1.203207,0.23953295
2,0.8775,-10,-10,0.030692100524902344,1.8714648485183716,0.41039908,0.5095545,-0.099155426
2,0.8775,-10,-10,0.030692100524902344,1.8714648485183716,1.379935,1.136495,0.24344003
2,0.8775,-10,-10,0.030692100524902344,1.8714648485183716,3.1543753,3.236878,-0.0825026
2,0.8775,-10,-10,0.030692100524902344,1.8714648485183716,0.13604435,0.055075154,0.0809692
2,0.8775,-10,-10,0.030692100524902344,1.8714648485183716,1.3396883,1.3589132,-0.019224882
2,0.8775,-10,-10,0.030692100524902344,1.8714648485183716,3.3900821,3.4461045,-0.056022406
2,0.8775,-10,-10,0.030692100524902344,1.8714648485183716,0.2869231,0.17318286,0.11374025
2,0.8775,-10,-10,0.030692100524902344,1.8714648485183716,0.45364973,0.15626414,0.29738557
2,0.8775,-10,-10,0.030692100524902344,1.8714648485183716,0.4999519,0.36445457,0.13549733
2,0.8775,-10,-10,0.030692100524902344,1.8714648485183716,0.9665492,0.47339898,0.49315023
2,0.8775,-10,-10,0.030692100524902344,1.8714648485183716,0.7471793,0.6076288,0.1395505
2,0.8775,-10,-10,0.030692100524902344,1.8714648485183716,1.3370602,1.2054775,0.13158274
2,0.8775,-10,-10,0.030692100524902344,1.8714648485183716,0.6233808,0.39305592,0.23032486
2,0.8775,-10,-10,0.030692100524902344,1.8714648485183716,2.823697,3.0559554,-0.23225832
2,0.8775,-10,-10,0.030692100524902344,1.8714648485183716,1.3942316,1.1665844,0.22764719
2,0.8775,-10,-10,0.030692100524902344,1.8714648485183716,0.6711113,0.697657,-0.026545703
2,0.8775,-10,-10,0.030692100524902344,1.8714648485183716,0.56646246,0.21727727,0.34918517
2,0.8775,-10,-10,0.030692100524902344,1.8714648485183716,0.37437385,0.3311717,0.04320216
2,0.8775,-10,-10,0.030692100524902344,1.8714648485183716,1.1693529,0.9825581,0.18679482
2,0.8775,-10,-10,0.030692100524902344,1.8714648485183716,0.698159,0.4049539,0.29320508
2,0.8775,-10,-10,0.030692100524902344,1.8714648485183716,2.6689758,2.637294,0.031681776
2,0.8775,-10,-10,0.030692100524902344,1.8714648485183716,2.5755806,2.7421474,-0.16656685
2,0.8775,-10,-10,0.030692100524902344,1.8714648485183716,-10.0,-1.0821198,-8.91788
2,0.8775,-10,-10,0.030692100524902344,1.8714648485183716,0.8630431,0.84411705,0.018926084
2,0.8775,-10,-10,0.030692100524902344,1.8714648485183716,0.5160619,0.5530673,-0.037005424
2,0.8775,-10,-10,0.030692100524902344,1.8714648485183716,0.7481658,0.67955375,0.06861204
2,0.8775,-10,-10,0.030692100524902344,1.8714648485183716,0.37129745,0.2520833,0.11921415
2,0.8775,-10,-10,0.030692100524902344,1.8714648485183716,2.7553353,2.1253715,0.6299639
2,0.8775,-10,-10,0.030692100524902344,1.8714648485183716,0.36000234,0.09493193,0.2650704
2,0.8775,-10,-10,0.030692100524902344,1.8714648485183716,0.9742731,1.1984639,-0.22419083
2,0.8775,-10,-10,0.030692100524902344,1.8714648485183716,0.5629135,0.522678,0.04023546
2,0.8775,-10,-10,0.030692100524902344,1.8714648485183716,1.4630594,1.2226044,0.24045503
2,0.8775,-10,-10,0.030692100524902344,1.8714648485183716,2.2824206,1.9865959,0.29582477
2,0.8775,-10,-10,0.030692100524902344,1.8714648485183716,1.006759,0.64102393,0.3657351
2,0.8775,-10,-10,0.030692100524902344,1.8714648485183716,1.4644123,1.2487749,0.21563745
2,0.8775,-10,-10,0.030692100524902344,1.8714648485183716,1.1162935,0.81049913,0.30579442
2,0.8775,-10,-10,0.030692100524902344,1.8714648485183716,1.5258645,1.3902615,0.13560295
2,0.8775,-10,-10,0.030692100524902344,1.8714648485183716,1.6541433,1.4648542,0.1892891
2,0.8775,-10,-10,0.030692100524902344,1.8714648485183716,0.5407052,0.18115474,0.35955048
2,0.8775,-10,-10,0.030692100524902344,1.8714648485183716,2.8030071,2.7831836,0.019823551
2,0.8775,-10,-10,0.030692100524902344,1.8714648485183716,0.7402706,0.37961817,0.36065245
2,0.8775,-10,-10,0.030692100524902344,1.8714648485183716,2.6116016,2.8130069,-0.20140529
2,0.8775,-10,-10,0.030692100524902344,1.8714648485183716,0.15652436,-0.062754646,0.219279
2,0.8775,-10,-10,0.030692100524902344,1.8714648485183716,3.1943583,3.372826,-0.17846775
2,0.8775,-10,-10,0.030692100524902344,1.8714648485183716,0.8162377,0.5669178,0.24931991
2,0.8775,-10,-10,0.030692100524902344,1.8714648485183716,0.8655962,0.5359396,0.3296566
2,0.8775,-10,-10,0.030692100524902344,1.8714648485183716,1.4314048,1.1637263,0.2676785
2,0.8775,-10,-10,0.030692100524902344,1.8714648485183716,3.2187474,2.8233356,0.39541173
2,0.8775,-10,-10,0.030692100524902344,1.8714648485183716,0.33196843,0.08454522,0.2474232
2,0.8775,-10,-10,0.030692100524902344,1.8714648485183716,3.4600492,3.6383405,-0.17829132
2,0.8775,-10,-10,0.030692100524902344,1.8714648485183716,0.78442085,0.7171172,0.06730366
2,0.8775,-10,-10,0.030692100524902344,1.8714648485183716,1.9704641,-0.15660755,2.1270716
2,0.8775,-10,-10,0.030692100524902344,1.8714648485183716,0.46985462,0.109641984,0.36021262
2,0.8775,-10,-10,0.030692100524902344,1.8714648485183716,3.0280647,2.8057199,0.22234488
2,0.8775,-10,-10,0.030692100524902344,1.8714648485183716,1.3605287,1.5107882,-0.1502595
2,0.8775,-10,-10,0.030692100524902344,1.8714648485183716,0.99009526,0.7686469,0.22144836
2,0.8775,-10,-10,0.030692100524902344,1.8714648485183716,0.7985649,0.46188805,0.33667687
2,0.8775,-10,-10,0.030692100524902344,1.8714648485183716,-10.0,2.0091584,-12.009158
2,0.8775,-10,-10,0.030692100524902344,1.8714648485183716,1.5619047,0.21736695,1.3445377
2,0.8775,-10,-10,0.030692100524902344,1.8714648485183716,0.38487187,0.30174765,0.08312422
2,0.8775,-10,-10,0.030692100524902344,1.8714648485183716,0.7471793,0.5998866,0.14729273
2,0.8775,-10,-10,0.030692100524902344,1.8714648485183716,0.46972808,0.17829095,0.29143715
2,0.8775,-10,-10,0.030692100524902344,1.8714648485183716,2.90881,2.862206,0.046603918
2,0.8775,-10,-10,0.030692100524902344,1.8714648485183716,0.59325063,0.23153074,0.3617199
2,0.8775,-10,-10,0.030692100524902344,1.8714648485183716,1.3922113,1.4101335,-0.017922163
2,0.8775,-10,-10,0.030692100524902344,1.8714648485183716,2.2611105,2.282071,-0.02096057
2,0.8775,-10,-10,0.030692100524902344,1.8714648485183716,1.5250126,1.7100149,-0.18500233
2,0.8775,-10,-10,0.030692100524902344,1.8714648485183716,0.43711942,0.08173181,0.35538763
2,0.8775,-10,-10,0.030692100524902344,1.8714648485183716,0.5620636,0.60116494,-0.039101362
2,0.8775,-10,-10,0.030692100524902344,1.8714648485183716,0.19971879,0.23470011,-0.034981325
2,0.8775,-10,-10,0.030692100524902344,1.8714648485183716,2.2991538,2.341334,-0.0421803
2,0.8775,-10,-10,0.030692100524902344,1.8714648485183716,0.5928045,0.38215804,0.21064645
2,0.8775,-10,-10,0.030692100524902344,1.8714648485183716,3.2430391,3.2910209,-0.04798174
2,0.8775,-10,-10,0.030692100524902344,1.8714648485183716,0.47005996,0.4497432,0.02031675
2,0.8775,-10,-10,0.030692100524902344,1.8714648485183716,1.8197483,1.4822764,0.33747184
2,0.8775,-10,-10,0.030692100524902344,1.8714648485183716,0.61336243,0.6676248,-0.05426234
2,0.8775,-10,-10,0.030692100524902344,1.8714648485183716,0.97549397,0.5803829,0.39511108
2,0.8775,-10,-10,0.030692100524902344,1.8714648485183716,2.2215238,2.172682,0.048841715
2,0.8775,-10,-10,0.030692100524902344,1.8714648485183716,3.2383468,3.2038934,0.034453392
2,0.8775,-10,-10,0.030692100524902344,1.8714648485183716,1.6673077,-0.17585509,1.8431628
2,0.8775,-10,-10,0.030692100524902344,1.8714648485183716,0.10971797,0.19716164,-0.08744367
2,0.8775,-10,-10,0.030692100524902344,1.8714648485183716,1.1546612,1.0811781,0.07348311
2,0.8775,-10,-10,0.030692100524902344,1.8714648485183716,2.8383298,2.8269477,0.011382103
2,0.8775,-10,-10,0.030692100524902344,1.8714648485183716,3.088319,3.1044528,-0.016133785
2,0.8775,-10,-10,0.030692100524902344,1.8714648485183716,1.8696822,1.7038727,0.16580951
2,0.8775,-10,-10,0.030692100524902344,1.8714648485183716,0.63113374,0.5791863,0.051947415
2,0.8775,-10,-10,0.030692100524902344,1.8714648485183716,3.492115,3.4993489,-0.007233858
2,0.8775,-10,-10,0.030692100524902344,1.8714648485183716,0.82430476,0.46755213,0.35675263
2,0.8775,-10,-10,0.030692100524902344,1.8714648485183716,0.20904817,0.18542364,0.023624524
2,0.8775,-10,-10,0.030692100524902344,1.8714648485183716,1.8270743,1.7980196,0.029054642
2,0.8775,-10,-10,0.030692100524902344,1.8714648485183716,1.0009831,0.58844763,0.4125355
2,0.8775,-10,-10,0.030692100524902344,1.8714648485183716,0.95863736,0.6636731,0.29496425
2,0.8775,-10,-10,0.030692100524902344,1.8714648485183716,3.1523242,3.0104482,0.14187598
2,0.8775,-10,-10,0.030692100524902344,1.8714648485183716,1.1290425,1.2634231,-0.13438058
2,0.8775,-10,-10,0.030692100524902344,1.8714648485183716,3.0532558,3.087461,-0.0342052
2,0.8775,-10,-10,0.030692100524902344,1.8714648485183716,1.2561469,1.2260884,0.030058503
2,0.8775,-10,-10,0.030692100524902344,1.8714648485183716,1.4069147,1.1677904,0.2391243
2,0.8775,-10,-10,0.030692100524902344,1.8714648485183716,1.6603382,1.4786432,0.18169498
2,0.8775,-10,-10,0.030692100524902344,1.8714648485183716,0.106037825,0.14734319,-0.041305363
2,0.8775,-10,-10,0.030692100524902344,1.8714648485183716,0.5407052,0.25441274,0.28629246
2,0.8775,-10,-10,0.030692100524902344,1.8714648485183716,0.43038127,0.34579974,0.084581524
2,0.8775,-10,-10,0.030692100524902344,1.8714648485183716,0.5412814,0.45067775,0.09060365
2,0.8775,-10,-10,0.030692100524902344,1.8714648485183716,1.4716992,1.2237352,0.24796402
2,0.8775,-10,-10,0.030692100524902344,1.8714648485183716,2.8692377,2.9292006,-0.059962988
2,0.8775,-10,-10,0.030692100524902344,1.8714648485183716,0.37235674,0.17485318,0.19750357
2,0.8775,-10,-10,0.030692100524902344,1.8714648485183716,3.061726,3.3756793,-0.31395316
2,0.8775,-10,-10,0.030692100524902344,1.8714648485183716,1.7058194,1.876505,-0.17068565
2,0.8775,-10,-10,0.030692100524902344,1.8714648485183716,0.7538213,0.62201744,0.13180387
2,0.8775,-10,-10,0.030692100524902344,1.8714648485183716,0.7362582,0.46490222,0.271356
2,0.8775,-10,-10,0.030692100524902344,1.8714648485183716,0.8416044,0.67579883,0.16580558
2,0.8775,-10,-10,0.030692100524902344,1.8714648485183716,2.0464797,1.5728906,0.47358906
2,0.8775,-10,-10,0.030692100524902344,1.8714648485183716,0.24734971,0.24438472,0.0029649884
2,0.8775,-10,-10,0.030692100524902344,1.8714648485183716,1.3489133,0.86188185,0.48703146
2,0.8775,-10,-10,0.030692100524902344,1.8714648485183716,2.965986,2.8598711,0.106114864
2,0.8775,-10,-10,0.030692100524902344,1.8714648485183716,1.9767334,2.185761,-0.20902753
2,0.8775,-10,-10,0.030692100524902344,1.8714648485183716,0.69395125,0.44846532,0.24548593
2,0.8775,-10,-10,0.030692100524902344,1.8714648485183716,2.6298144,2.4288497,0.20096469
2,0.8775,-10,-10,0.030692100524902344,1.8714648485183716,1.7193947,1.812656,-0.09326136
3,0.8555624999999999,-10,-10,0.025829315185546875,1.4094371795654297,-2.039103,-1.5055119,-0.53359115
3,0.8555624999999999,-10,-10,0.025829315185546875,1.4094371795654297,0.49312878,0.49766892,-0.0045401454
3,0.8555624999999999,-10,-10,0.025829315185546875,1.4094371795654297,1.8545958,2.3760543,-0.5214585
3,0.8555624999999999,-10,-10,0.025829315185546875,1.4094371795654297,-0.83285373,-0.33975276,-0.49310097
3,0.8555624999999999,-10,-10,0.025829315185546875,1.4094371795654297,-1.0859772,0.3144061,-1.4003832
3,0.8555624999999999,-10,-10,0.025829315185546875,1.4094371795654297,1.6561489,1.9848794,-0.32873046
3,0.8555624999999999,-10,-10,0.025829315185546875,1.4094371795654297,-0.7010944,0.20659436,-0.90768874
3,0.8555624999999999,-10,-10,0.025829315185546875,1.4094371795654297,3.6617327,3.8348575,-0.17312479
3,0.8555624999999999,-10,-10,0.025829315185546875,1.4094371795654297,-1.0527973,-1.2557334,0.20293605
3,0.8555624999999999,-10,-10,0.025829315185546875,1.4094371795654297,2.4841292,3.0933986,-0.6092694
3,0.8555624999999999,-10,-10,0.025829315185546875,1.4094371795654297,-1.1303889,-0.9140115,-0.21637738
3,0.8555624999999999,-10,-10,0.025829315185546875,1.4094371795654297,-10.0,-1.7116741,-8.288326
3,0.8555624999999999,-10,-10,0.025829315185546875,1.4094371795654297,1.12084,1.5137948,-0.39295483
3,0.8555624999999999,-10,-10,0.025829315185546875,1.4094371795654297,-1.1763673,-0.44413018,-0.7322371
3,0.8555624999999999,-10,-10,0.025829315185546875,1.4094371795654297,-1.9945518,-1.2963859,-0.6981659
3,0.8555624999999999,-10,-10,0.025829315185546875,1.4094371795654297,-0.65650153,0.17501651,-0.83151805
3,0.8555624999999999,-10,-10,0.025829315185546875,1.4094371795654297,-10.0,-1.3498509,-8.650149
3,0.8555624999999999,-10,-10,0.025829315185546875,1.4094371795654297,2.155228,2.6797452,-0.5245173
3,0.8555624999999999,-10,-10,0.025829315185546875,1.4094371795654297,-1.6610438,-1.0270406,-0.63400316
3,0.8555624999999999,-10,-10,0.025829315185546875,1.4094371795654297,-1.3189307,-0.73890936,-0.5800214
3,0.8555624999999999,-10,-10,0.025829315185546875,1.4094371795654297,-0.41081014,0.88137025,-1.2921804
3,0.8555624999999999,-10,-10,0.025829315185546875,1.4094371795654297,-1.0192807,-1.734048,0.71476734
3,0.8555624999999999,-10,-10,0.025829315185546875,1.4094371795654297,1.295447,1.2154952,0.07995176
3,0.8555624999999999,-10,-10,0.025829315185546875,1.4094371795654297,-1.3354563,-0.76630884,-0.5691474
