Episode,Epsilon,Reward,Reward cumulee,Episode Duration,Loss,True Value,Value Estimate,TD Error,compteur_session,compteur_global
1,0.9,-10,-4,14.42500114440918,32.085741392336786,7.462997,7.850989,-0.3879919,6,6
1,0.9,-10,-4,14.42500114440918,32.085741392336786,11.83757,10.937895,0.89967537,6,6
1,0.9,-10,-4,14.42500114440918,32.085741392336786,8.315497,8.867888,-0.55239105,6,6
1,0.9,-10,-4,14.42500114440918,32.085741392336786,8.524422,7.373537,1.1508846,6,6
1,0.9,-10,-4,14.42500114440918,32.085741392336786,9.246168,7.9880304,1.2581377,6,6
1,0.9,-10,-4,14.42500114440918,32.085741392336786,7.857371,7.0684853,0.7888856,6,6
1,0.9,-10,-4,14.42500114440918,32.085741392336786,5.2820487,5.293496,-0.01144743,6,6
2,0.8775,-10,-10,1.6905460357666016,89.23457539081573,5.8384366,5.5399,0.29853678,0,6
2,0.8775,-10,-10,1.6905460357666016,89.23457539081573,7.003281,7.4652042,-0.46192312,0,6
2,0.8775,-10,-10,1.6905460357666016,89.23457539081573,12.766882,12.26501,0.50187206,0,6
2,0.8775,-10,-10,1.6905460357666016,89.23457539081573,12.032068,12.205765,-0.17369652,0,6
2,0.8775,-10,-10,1.6905460357666016,89.23457539081573,7.646155,6.71262,0.9335351,0,6
2,0.8775,-10,-10,1.6905460357666016,89.23457539081573,9.299211,9.155267,0.14394379,0,6
2,0.8775,-10,-10,1.6905460357666016,89.23457539081573,7.961416,8.452713,-0.49129725,0,6
2,0.8775,-10,-10,1.6905460357666016,89.23457539081573,7.4123187,6.1229935,1.2893252,0,6
2,0.8775,-10,-10,1.6905460357666016,89.23457539081573,6.26104,6.4763246,-0.21528435,0,6
2,0.8775,-10,-10,1.6905460357666016,89.23457539081573,11.596104,11.173433,0.42267036,0,6
2,0.8775,-10,-10,1.6905460357666016,89.23457539081573,6.780186,6.8795443,-0.09935808,0,6
2,0.8775,-10,-10,1.6905460357666016,89.23457539081573,21.89407,23.612331,-1.7182617,0,6
2,0.8775,-10,-10,1.6905460357666016,89.23457539081573,11.990288,12.205765,-0.21547699,0,6
2,0.8775,-10,-10,1.6905460357666016,89.23457539081573,7.5893173,7.5508313,0.038486004,0,6
2,0.8775,-10,-10,1.6905460357666016,89.23457539081573,17.265287,15.459213,1.8060741,0,6
2,0.8775,-10,-10,1.6905460357666016,89.23457539081573,9.306654,7.950676,1.355978,0,6
2,0.8775,-10,-10,1.6905460357666016,89.23457539081573,7.010922,6.628414,0.3825078,0,6
2,0.8775,-10,-10,1.6905460357666016,89.23457539081573,10.362953,8.34957,2.013383,0,6
2,0.8775,-10,-10,1.6905460357666016,89.23457539081573,17.00488,14.79875,2.206131,0,6
2,0.8775,-10,-10,1.6905460357666016,89.23457539081573,6.039257,6.061552,-0.022294998,0,6
2,0.8775,-10,-10,1.6905460357666016,89.23457539081573,9.095945,9.971524,-0.8755789,0,6
2,0.8775,-10,-10,1.6905460357666016,89.23457539081573,-10.0,11.610013,-21.610012,0,6
2,0.8775,-10,-10,1.6905460357666016,89.23457539081573,15.316807,13.838045,1.4787617,0,6
2,0.8775,-10,-10,1.6905460357666016,89.23457539081573,5.185509,4.9823947,0.20311451,0,6
2,0.8775,-10,-10,1.6905460357666016,89.23457539081573,8.303186,8.230934,0.07225227,0,6
2,0.8775,-10,-10,1.6905460357666016,89.23457539081573,4.827771,5.320175,-0.49240398,0,6
2,0.8775,-10,-10,1.6905460357666016,89.23457539081573,4.627257,4.817692,-0.19043493,0,6
2,0.8775,-10,-10,1.6905460357666016,89.23457539081573,7.49391,7.8183203,-0.32441044,0,6
2,0.8775,-10,-10,1.6905460357666016,89.23457539081573,7.174667,7.273314,-0.09864712,0,6
2,0.8775,-10,-10,1.6905460357666016,89.23457539081573,11.015224,10.254228,0.7609968,0,6
2,0.8775,-10,-10,1.6905460357666016,89.23457539081573,5.637849,5.8266373,-0.18878841,0,6
2,0.8775,-10,-10,1.6905460357666016,89.23457539081573,6.730738,7.2071004,-0.47636223,0,6
2,0.8775,-10,-10,1.6905460357666016,89.23457539081573,7.5582876,7.540597,0.017690659,0,6
2,0.8775,-10,-10,1.6905460357666016,89.23457539081573,7.3639555,8.1452265,-0.781271,0,6
2,0.8775,-10,-10,1.6905460357666016,89.23457539081573,7.928797,7.5504403,0.37835646,0,6
2,0.8775,-10,-10,1.6905460357666016,89.23457539081573,10.413141,9.414354,0.9987869,0,6
2,0.8775,-10,-10,1.6905460357666016,89.23457539081573,13.186281,14.491396,-1.3051147,0,6
2,0.8775,-10,-10,1.6905460357666016,89.23457539081573,7.682463,6.144964,1.537499,0,6
2,0.8775,-10,-10,1.6905460357666016,89.23457539081573,10.358772,10.339121,0.019651413,0,6
2,0.8775,-10,-10,1.6905460357666016,89.23457539081573,7.663285,7.3273616,0.3359232,0,6
2,0.8775,-10,-10,1.6905460357666016,89.23457539081573,10.5637,10.992038,-0.42833805,0,6
2,0.8775,-10,-10,1.6905460357666016,89.23457539081573,9.937032,7.211344,2.725688,0,6
2,0.8775,-10,-10,1.6905460357666016,89.23457539081573,11.449194,10.433349,1.0158453,0,6
2,0.8775,-10,-10,1.6905460357666016,89.23457539081573,9.272907,9.040434,0.23247337,0,6
2,0.8775,-10,-10,1.6905460357666016,89.23457539081573,8.597563,8.468371,0.1291914,0,6
2,0.8775,-10,-10,1.6905460357666016,89.23457539081573,5.363872,4.817692,0.54618025,0,6
2,0.8775,-10,-10,1.6905460357666016,89.23457539081573,6.729758,6.6414,0.088357925,0,6
2,0.8775,-10,-10,1.6905460357666016,89.23457539081573,6.968563,6.2725625,0.6960006,0,6
2,0.8775,-10,-10,1.6905460357666016,89.23457539081573,10.997997,11.342747,-0.34474945,0,6
2,0.8775,-10,-10,1.6905460357666016,89.23457539081573,7.1452627,6.6076145,0.5376482,0,6
2,0.8775,-10,-10,1.6905460357666016,89.23457539081573,8.956125,9.126169,-0.17004395,0,6
2,0.8775,-10,-10,1.6905460357666016,89.23457539081573,7.3543286,8.47025,-1.1159215,0,6
2,0.8775,-10,-10,1.6905460357666016,89.23457539081573,10.5350275,10.663954,-0.12892628,0,6
2,0.8775,-10,-10,1.6905460357666016,89.23457539081573,11.745641,11.023127,0.72251415,0,6
2,0.8775,-10,-10,1.6905460357666016,89.23457539081573,7.7230573,7.523322,0.19973516,0,6
2,0.8775,-10,-10,1.6905460357666016,89.23457539081573,9.139656,10.123888,-0.98423195,0,6
2,0.8775,-10,-10,1.6905460357666016,89.23457539081573,6.4652796,5.814901,0.6503787,0,6
2,0.8775,-10,-10,1.6905460357666016,89.23457539081573,14.142846,14.288197,-0.14535046,0,6
2,0.8775,-10,-10,1.6905460357666016,89.23457539081573,6.9433303,7.290202,-0.34687185,0,6
2,0.8775,-10,-10,1.6905460357666016,89.23457539081573,8.420547,8.230934,0.18961239,0,6
2,0.8775,-10,-10,1.6905460357666016,89.23457539081573,11.19129,9.87191,1.3193798,0,6
2,0.8775,-10,-10,1.6905460357666016,89.23457539081573,5.726379,5.452395,0.27398396,0,6
2,0.8775,-10,-10,1.6905460357666016,89.23457539081573,21.985342,20.632046,1.3532963,0,6
2,0.8775,-10,-10,1.6905460357666016,89.23457539081573,14.703754,14.377132,0.326622,0,6
2,0.8775,-10,-10,1.6905460357666016,89.23457539081573,6.974983,7.020295,-0.045311928,0,6
2,0.8775,-10,-10,1.6905460357666016,89.23457539081573,8.672621,7.7848,0.8878207,0,6
2,0.8775,-10,-10,1.6905460357666016,89.23457539081573,10.028037,10.113238,-0.08520126,0,6
2,0.8775,-10,-10,1.6905460357666016,89.23457539081573,8.176678,8.074152,0.10252571,0,6
2,0.8775,-10,-10,1.6905460357666016,89.23457539081573,12.66347,12.854888,-0.1914177,0,6
2,0.8775,-10,-10,1.6905460357666016,89.23457539081573,8.771045,7.1639414,1.6071033,0,6
2,0.8775,-10,-10,1.6905460357666016,89.23457539081573,7.080573,6.4704494,0.61012363,0,6
2,0.8775,-10,-10,1.6905460357666016,89.23457539081573,6.897482,4.7318773,2.1656046,0,6
2,0.8775,-10,-10,1.6905460357666016,89.23457539081573,8.285548,8.741334,-0.45578575,0,6
2,0.8775,-10,-10,1.6905460357666016,89.23457539081573,12.42711,12.625268,-0.19815826,0,6
2,0.8775,-10,-10,1.6905460357666016,89.23457539081573,6.4891515,6.6918526,-0.20270109,0,6
2,0.8775,-10,-10,1.6905460357666016,89.23457539081573,4.585718,4.327069,0.25864935,0,6
2,0.8775,-10,-10,1.6905460357666016,89.23457539081573,8.322931,8.021474,0.3014574,0,6
2,0.8775,-10,-10,1.6905460357666016,89.23457539081573,11.926922,12.229302,-0.30238056,0,6
2,0.8775,-10,-10,1.6905460357666016,89.23457539081573,8.555651,8.80534,-0.2496891,0,6
2,0.8775,-10,-10,1.6905460357666016,89.23457539081573,14.303425,14.873457,-0.5700321,0,6
2,0.8775,-10,-10,1.6905460357666016,89.23457539081573,8.051379,8.280282,-0.22890282,0,6
2,0.8775,-10,-10,1.6905460357666016,89.23457539081573,9.274355,9.990767,-0.7164116,0,6
2,0.8775,-10,-10,1.6905460357666016,89.23457539081573,10.5694475,9.890182,0.679266,0,6
2,0.8775,-10,-10,1.6905460357666016,89.23457539081573,6.3243394,6.717659,-0.3933196,0,6
2,0.8775,-10,-10,1.6905460357666016,89.23457539081573,15.296318,15.514692,-0.21837425,0,6
2,0.8775,-10,-10,1.6905460357666016,89.23457539081573,6.67972,6.0738897,0.6058302,0,6
2,0.8775,-10,-10,1.6905460357666016,89.23457539081573,6.287388,6.4781003,-0.19071245,0,6
2,0.8775,-10,-10,1.6905460357666016,89.23457539081573,12.713989,12.457208,0.25678158,0,6
2,0.8775,-10,-10,1.6905460357666016,89.23457539081573,8.196186,9.593264,-1.3970776,0,6
2,0.8775,-10,-10,1.6905460357666016,89.23457539081573,6.382124,6.622716,-0.240592,0,6
2,0.8775,-10,-10,1.6905460357666016,89.23457539081573,14.659484,11.994453,2.6650305,0,6
2,0.8775,-10,-10,1.6905460357666016,89.23457539081573,9.742304,9.447579,0.29472446,0,6
2,0.8775,-10,-10,1.6905460357666016,89.23457539081573,9.76123,10.228462,-0.46723175,0,6
2,0.8775,-10,-10,1.6905460357666016,89.23457539081573,7.61302,7.6049824,0.008037567,0,6
2,0.8775,-10,-10,1.6905460357666016,89.23457539081573,6.240401,5.41224,0.82816076,0,6
2,0.8775,-10,-10,1.6905460357666016,89.23457539081573,13.047726,11.481331,1.5663948,0,6
2,0.8775,-10,-10,1.6905460357666016,89.23457539081573,7.2285275,7.985153,-0.75662565,0,6
2,0.8775,-10,-10,1.6905460357666016,89.23457539081573,6.4244776,6.473751,-0.04927349,0,6
2,0.8775,-10,-10,1.6905460357666016,89.23457539081573,12.304243,12.26501,0.039233208,0,6
2,0.8775,-10,-10,1.6905460357666016,89.23457539081573,8.805691,9.272307,-0.46661663,0,6
2,0.8775,-10,-10,1.6905460357666016,89.23457539081573,6.93609,7.122036,-0.18594599,0,6
2,0.8775,-10,-10,1.6905460357666016,89.23457539081573,7.8968406,7.6763268,0.22051382,0,6
2,0.8775,-10,-10,1.6905460357666016,89.23457539081573,22.919228,22.705866,0.21336174,0,6
2,0.8775,-10,-10,1.6905460357666016,89.23457539081573,6.570472,6.5825806,-0.012108803,0,6
2,0.8775,-10,-10,1.6905460357666016,89.23457539081573,6.6828895,6.0798755,0.603014,0,6
2,0.8775,-10,-10,1.6905460357666016,89.23457539081573,6.043622,6.6101375,-0.56651545,0,6
2,0.8775,-10,-10,1.6905460357666016,89.23457539081573,10.587939,9.571247,1.0166922,0,6
2,0.8775,-10,-10,1.6905460357666016,89.23457539081573,8.176678,8.11443,0.062247276,0,6
2,0.8775,-10,-10,1.6905460357666016,89.23457539081573,16.345896,16.512676,-0.16678047,0,6
2,0.8775,-10,-10,1.6905460357666016,89.23457539081573,7.089133,7.374287,-0.28515434,0,6
2,0.8775,-10,-10,1.6905460357666016,89.23457539081573,14.659484,14.848322,-0.188838,0,6
2,0.8775,-10,-10,1.6905460357666016,89.23457539081573,22.103453,22.445648,-0.3421955,0,6
