Episode,Epsilon,Touches Session,Touches Globales,Reward,Episode Reward,Episode Duration,Episode Loss,True Value,Value Estimate,TD Error
300,0.1,2,171,-10,-10,0.0,0,-10.0,-9.172949150456446,-0.8270508495435536
301,0.1,1,172,-10,-10,0.0,0,-10.0,-8.600358821247763,-1.399641178752237
302,0.1,2,174,-10,-10,0.001123666763305664,0,-10.0,-9.751884745136934,-0.24811525486306607
303,0.1,1,175,-10,-10,0.0,0,-10.0,-9.03828504063572,-0.9617149593642793
304,0.1,2,177,-10,-10,0.0,0,-10.0,-7.0,-3.0
305,0.1,0,177,-10,-10,0.0,0,-10.0,-9.9999822853,-1.7714700000226458e-05
306,0.1,2,179,-10,-10,0.0,0,-10.0,-9.92556542354108,-0.07443457645891982
307,0.1,1,180,-10,-10,0.0,0,-10.0,-9.155442231855606,-0.8445577681443943
308,0.1,1,181,-10,-10,0.0,0,-10.0,-9.631875327583343,-0.36812467241665736
309,0.1,2,183,-10,-10,0.0,0,-10.0,-7.0,-3.0
310,0.1,2,185,-10,-10,0.0,0,-10.0,-7.0,-3.0
311,0.1,1,186,-10,-10,0.0,0,-10.0,-7.0,-3.0
312,0.1,1,187,-10,-10,0.0,0,-10.0,-7.0,-3.0
313,0.1,2,189,-10,-10,0.0,0,-10.0,-7.0,-3.0
314,0.1,1,190,-10,-10,0.0,0,-10.0,-9.165987739645384,-0.8340122603546156
315,0.1,1,191,-10,-10,0.0,0,-10.0,-7.0,-3.0
316,0.1,1,192,-10,-10,0.0,0,-10.0,-7.637739595927,-2.362260404073
317,0.1,1,193,-10,-10,0.0,0,-10.0,-7.618132083796484,-2.3818679162035163
318,0.1,2,195,-10,-10,0.0,0,-10.0,-7.0,-3.0
319,0.1,2,197,-10,-10,0.0,0,-10.0,-7.0,-3.0
320,0.1,0,197,-10,-10,0.0,0,-10.0,-7.0,-3.0
321,0.1,1,198,-10,-10,0.0,0,-10.0,-7.0,-3.0
322,0.1,1,199,-10,-10,0.0,0,-10.0,-8.704127724960799,-1.2958722750392013
323,0.1,1,200,-10,-10,0.0,0,-10.0,-7.0,-3.0
324,0.1,1,201,-10,-10,0.0,0,-10.0,-7.1618514133195355,-2.8381485866804645
325,0.1,2,203,-10,-10,0.0,0,-10.0,-7.0,-3.0
326,0.1,2,205,-10,-10,0.0,0,-10.0,-9.1,-0.9000000000000004
327,0.1,0,205,-10,-10,0.0,0,-10.0,-7.0,-3.0
328,0.1,0,205,-10,-10,0.0,0,-10.0,-9.99271,-0.0072899999999993526
329,0.1,2,207,-10,-10,0.0,0,-10.0,-9.1,-0.9000000000000004
330,0.1,2,209,-10,-10,0.0,0,-10.0,-7.0,-3.0
331,0.1,2,211,-10,-10,0.0,0,-10.0,-7.0,-3.0
332,0.1,2,213,-10,-10,0.0,0,-10.0,-9.1,-0.9000000000000004
333,0.1,2,215,-10,-10,0.0,0,-10.0,-9.1,-0.9000000000000004
334,0.1,1,216,-10,-10,0.0,0,-10.0,-9.2913218787781,-0.7086781212219009
335,0.1,1,217,-10,-10,0.0,0,-10.0,-8.085367205618507,-1.9146327943814931
336,0.1,1,218,-10,-10,0.0,0,-10.0,-9.78481,-0.21518999999999977
337,0.1,2,220,-10,-10,0.0,0,-10.0,-7.0,-3.0
338,0.1,2,222,-10,-10,0.0,0,-10.0,-9.1,-0.9000000000000004
339,0.1,0,222,-10,-10,0.0,0,-10.0,-9.99999985651093,-1.4348906951511253e-07
340,0.1,2,224,-10,-10,0.0,0,-10.0,-9.1,-0.9000000000000004
341,0.1,2,226,-10,-10,0.0,0,-10.0,-9.73,-0.2699999999999996
342,0.1,2,228,-10,-10,0.0,0,-10.0,-9.73,-0.2699999999999996
343,0.1,2,230,-10,-10,0.0,0,-10.0,-9.73,-0.2699999999999996
344,0.1,2,232,-10,-10,0.0,0,-10.0,-9.73,-0.2699999999999996
345,0.1,2,234,-10,-10,0.0,0,-10.0,-9.9610118787781,-0.038988121221899874
346,0.1,2,236,-10,-10,0.0,0,-10.0,-9.73,-0.2699999999999996
347,0.1,2,238,-10,-10,0.0,0,-10.0,-8.858363614249596,-1.1416363857504042
348,0.1,0,238,-10,-10,0.0,0,-10.0,-9.9999995217031,-4.782969007521842e-07
349,0.1,2,240,-10,-10,0.0,0,-10.0,-7.716777458256999,-2.283222541743001
350,0.1,1,241,-10,-10,0.0,0,-10.0,-9.711485512190716,-0.2885144878092838
351,0.1,2,243,-10,-10,0.0,0,-10.0,-8.46948074124313,-1.5305192587568701
352,0.1,2,245,-10,-10,0.0,0,-10.0,-7.0,-3.0
353,0.1,2,247,-10,-10,0.0,0,-10.0,-9.73,-0.2699999999999996
354,0.1,1,248,-10,-10,0.0,0,-10.0,-8.88081314756843,-1.1191868524315698
355,0.1,2,250,-10,-10,0.0,0,-10.0,-9.657509084274878,-0.34249091572512214
356,0.1,2,252,-10,-10,0.0,0,-10.0,-8.31061,-1.6893899999999995
357,0.1,1,253,-10,-10,0.0,0,-10.0,-8.747965534567939,-1.252034465432061
358,0.1,2,255,-10,-10,0.0,0,-10.0,-8.17837190022865,-1.8216280997713508
359,0.1,1,256,-10,-10,0.0,0,-10.0,-9.1,-0.9000000000000004
360,0.1,0,256,-10,-10,0.0,0,-10.0,-9.1,-0.9000000000000004
361,0.1,1,257,-10,-10,0.0,0,-10.0,-7.895746348648205,-2.1042536513517947
362,0.1,1,258,-10,-10,0.0,0,-10.0,-8.69735878495673,-1.3026412150432698
363,0.1,1,259,-10,-10,0.0,0,-10.0,-8.871291884629624,-1.128708115370376
364,0.1,2,261,-10,-10,0.0,0,-10.0,-8.531236570879809,-1.468763429120191
365,0.1,2,263,-10,-10,0.0,0,-10.0,-9.919,-0.08099999999999952
366,0.1,2,265,-10,-10,0.0,0,-10.0,-9.021903067298513,-0.9780969327014866
367,0.1,2,267,-10,-10,0.0,0,-10.0,-7.29611791279,-2.7038820872100002
368,0.1,2,269,-10,-10,0.0,0,-10.0,-9.897252725282463,-0.10274727471753664
369,0.1,2,271,-10,-10,0.0,0,-10.0,-9.919,-0.08099999999999952
370,0.1,0,271,-10,-10,0.0,0,-10.0,-9.9999822853,-1.7714700000226458e-05
371,0.1,2,273,-10,-10,0.0,0,-10.0,-8.161370559974372,-1.8386294400256276
372,0.1,2,275,-10,-10,0.0,0,-10.0,-8.516145482178263,-1.4838545178217366
373,0.1,2,277,-10,-10,0.0,0,-10.0,-8.232432931990779,-1.767567068009221
374,0.1,1,278,-10,-10,0.0,0,-10.0,-7.42,-2.58
375,0.1,0,278,-10,-10,0.0,0,-10.0,-9.1,-0.9000000000000004
376,0.1,0,278,-10,-10,0.0,0,-10.0,-9.997813,-0.002186999999999273
377,0.1,1,279,-10,-10,0.0,0,-10.0,-7.841000645876422,-2.158999354123578
378,0.1,2,281,-10,-10,0.0,0,-10.0,-9.96917581758474,-0.030824182415260637
379,0.1,2,283,-10,-10,0.0,0,-10.0,-8.029060230200779,-1.9709397697992213
380,0.1,2,285,-10,-10,0.0,0,-10.0,-8.395768653346046,-1.604231346653954
381,0.1,1,286,-10,-10,0.0,0,-10.0,-7.775608265250851,-2.2243917347491493
382,0.1,1,287,-10,-10,0.0,0,-10.0,-9.1,-0.9000000000000004
383,0.1,1,288,-10,-10,0.0,0,-10.0,-8.75854,-1.24146
384,0.1,2,290,-10,-10,0.0,0,-10.0,-8.366052156811671,-1.633947843188329
385,0.1,0,290,-10,-10,0.0,0,-10.0,-9.99999985651093,-1.4348906951511253e-07
386,0.1,2,292,-10,-10,0.0,0,-10.0,-8.559569305841483,-1.4404306941585165
387,0.1,1,293,-10,-10,0.0,0,-10.0,-8.466099321228114,-1.5339006787718859
388,0.1,0,293,-10,-10,0.0,0,-10.0,-9.9999822853,-1.7714700000226458e-05
389,0.1,1,294,-10,-10,0.0,0,-10.0,-9.332682479575254,-0.6673175204247457
390,0.1,2,296,-10,-10,0.0,0,-10.0,-7.63,-2.37
391,0.1,2,298,-10,-10,0.0,0,-10.0,-8.31061,-1.6893899999999995
392,0.1,2,300,-10,-10,0.0,0,-10.0,-8.4285649,-1.5714351000000004
393,0.1,2,302,-10,-10,0.0,0,-10.0,-8.969614570000001,-1.030385429999999
394,0.1,2,304,-10,-10,0.0,0,-10.0,-8.969614570000001,-1.030385429999999
395,0.1,0,304,-10,-10,0.0,0,-10.0,-9.997813,-0.002186999999999273
396,0.1,2,306,-10,-10,0.0,0,-10.0,-9.919,-0.08099999999999952
397,0.1,2,308,-10,-10,0.0,0,-10.0,-9.98830356363343,-0.01169643636657014
398,0.1,1,309,-10,-10,0.0,0,-10.0,-9.91333,-0.0866699999999998
399,0.1,1,310,-10,-10,0.0,0,-10.0,-9.062878270815709,-0.937121729184291
400,0.1,2,312,-10,-10,0.0,0,-10.0,-9.52856947,-0.47143052999999924
401,0.1,2,314,-10,-10,0.0,0,-10.0,-8.069831676756984,-1.9301683232430165
402,0.1,2,316,-10,-10,0.0,0,-10.0,-8.248934055415416,-1.7510659445845835
403,0.1,0,316,-10,-10,0.0,0,-10.0,-9.9993439,-0.0006561000000004924
404,0.1,2,318,-10,-10,0.0010323524475097656,0,-10.0,-9.990752745275422,-0.009247254724577658
405,0.1,2,320,-10,-10,0.0,0,-10.0,-9.051284350148752,-0.9487156498512483
406,0.1,0,320,-10,-10,0.0,0,-10.0,-9.9993439,-0.0006561000000004924
407,0.1,1,321,-10,-10,0.0,0,-10.0,-7.9017121162379915,-2.0982878837620085
408,0.1,1,322,-10,-10,0.0,0,-10.0,-8.47943755952324,-1.5205624404767608
409,0.1,2,324,-10,-10,0.0,0,-10.0,-7.0,-3.0
410,0.1,2,326,-10,-10,0.0,0,-10.0,-8.544447923195428,-1.4555520768045724
411,0.1,2,328,-10,-10,0.0,0,-10.0,-9.919,-0.08099999999999952
412,0.1,2,330,-10,-10,0.0,0,-10.0,-7.0,-3.0
413,0.1,2,332,-10,-10,0.0,0,-10.0,-7.0,-3.0
414,0.1,2,334,-10,-10,0.0,0,-10.0,-8.263887570040804,-1.7361124299591957
415,0.1,1,335,-10,-10,0.0,0,-10.0,-9.479166271012241,-0.5208337289877587
416,0.1,2,337,-10,-10,0.0,0,-10.0,-9.000880847996664,-0.9991191520033365
417,0.1,1,338,-10,-10,0.0,0,-10.0,-7.0,-3.0
418,0.1,0,338,-10,-10,0.0,0,-10.0,-9.1,-0.9000000000000004
419,0.1,0,338,-10,-10,0.0,0,-10.0,-9.9993439,-0.0006561000000004924
420,0.1,2,340,-10,-10,0.0,0,-10.0,-9.420949503027096,-0.5790504969729042
421,0.1,0,340,-10,-10,0.0,0,-10.0,-9.99980317,-0.00019683000000014772
422,0.1,0,340,-10,-10,0.0,0,-10.0,-9.99980317,-0.00019683000000014772
423,0.1,0,340,-10,-10,0.0,0,-10.0,-9.99980317,-0.00019683000000014772
424,0.1,1,341,-10,-10,0.0,0,-10.0,-7.435493109030651,-2.5645068909693487
425,0.1,0,341,-10,-10,0.0,0,-10.0,-9.99271,-0.0072899999999993526
426,0.1,2,343,-10,-10,0.0,0,-10.0,-9.469729879597233,-0.5302701204027667
427,0.1,0,343,-10,-10,0.0,0,-10.0,-9.99271,-0.0072899999999993526
428,0.1,1,344,-10,-10,0.0,0,-10.0,-9.829121871961,-0.17087812803899993
429,0.1,2,346,-10,-10,0.0,0,-10.0,-9.99271,-0.0072899999999993526
430,0.1,1,347,-10,-10,0.0,0,-10.0,-8.58380522664167,-1.4161947733583293
431,0.1,2,349,-10,-10,0.0,0,-10.0,-9.034361838714076,-0.9656381612859235
432,0.1,1,350,-10,-10,0.0,0,-10.0,-8.304267624895392,-1.6957323751046083
433,0.1,0,350,-10,-10,0.0,0,-10.0,-8.587563309140123,-1.4124366908598773
434,0.1,2,352,-10,-10,0.0,0,-10.0,-8.664048517351125,-1.3359514826488752
435,0.1,3,355,-10,-10,0.0,0,-10.0,-7.0,-3.0
436,0.1,3,358,-10,-10,0.0,0,-10.0,-9.1,-0.9000000000000004
437,0.1,2,360,-10,-10,0.0,0,-10.0,-8.6891709112903,-1.3108290887096992
438,0.1,0,360,-10,-10,0.0,0,-10.0,-9.99271,-0.0072899999999993526
439,0.1,0,360,-10,-10,0.0,0,-10.0,-9.73,-0.2699999999999996
440,0.1,2,362,-10,-10,0.0,0,-10.0,-8.626873469720882,-1.3731265302791176
441,0.1,0,362,-10,-10,0.0,0,-10.0,-9.999940951,-5.904900000075486e-05
442,0.1,0,362,-10,-10,0.0,0,-10.0,-9.999940951,-5.904900000075486e-05
443,0.1,0,362,-10,-10,0.0,0,-10.0,-9.999940951,-5.904900000075486e-05
444,0.1,3,365,-10,-10,0.0,0,-10.0,-7.0,-3.0
445,0.1,0,365,-10,-10,0.0,0,-10.0,-9.9999822853,-1.7714700000226458e-05
446,0.1,2,367,-10,-10,0.0,0,-10.0,-9.919,-0.08099999999999952
447,0.1,3,370,-10,-10,0.0,0,-10.0,-7.393182999999999,-2.6068170000000013
448,0.1,3,373,-10,-10,0.0,0,-10.0,-8.31061,-1.6893899999999995
449,0.1,0,373,-10,-10,0.0,0,-10.0,-9.919,-0.08099999999999952
450,0.1,0,373,-10,-10,0.0,0,-10.0,-9.9999822853,-1.7714700000226458e-05
451,0.1,0,373,-10,-10,0.0,0,-10.0,-9.9999822853,-1.7714700000226458e-05
452,0.1,0,373,-10,-10,0.0,0,-10.0,-9.997813,-0.002186999999999273
453,0.1,2,375,-10,-10,0.0,0,-10.0,-9.043680703697154,-0.956319296302846
454,0.1,2,377,-10,-10,0.0,0,-10.0,-8.848906651314099,-1.151093348685901
455,0.1,2,379,-10,-10,0.0,0,-10.0,-9.996491069090029,-0.0035089309099713972
456,0.1,2,381,-10,-10,0.0,0,-10.0,-9.997225823582626,-0.0027741764173736527
457,0.1,0,381,-10,-10,0.0,0,-10.0,-9.997813,-0.002186999999999273
458,0.1,3,384,-10,-10,0.0,0,-10.0,-7.0,-3.0
459,0.1,2,386,-10,-10,0.0,0,-10.0,-9.350802999999999,-0.6491970000000009
460,0.1,0,386,-10,-10,0.0,0,-10.0,-9.99999468559,-5.314410000067937e-06
461,0.1,0,386,-10,-10,0.0,0,-10.0,-9.99999468559,-5.314410000067937e-06
462,0.1,2,388,-10,-10,0.0,0,-10.0,-9.999167747074788,-0.0008322529252122735
463,0.1,2,390,-10,-10,0.0,0,-10.0,-8.228589818542272,-1.7714101814577283
464,0.1,0,390,-10,-10,0.0,0,-10.0,-9.99999468559,-5.314410000067937e-06
465,0.1,0,390,-10,-10,0.0,0,-10.0,-9.99999985651093,-1.4348906951511253e-07
466,0.1,0,390,-10,-10,0.0,0,-10.0,-9.997813,-0.002186999999999273
467,0.1,2,392,-10,-10,0.0,0,-10.0,-9.1,-0.9000000000000004
468,0.1,2,394,-10,-10,0.0,0,-10.0,-8.465457019129964,-1.534542980870036
469,0.1,0,394,-10,-10,0.0,0,-10.0,-9.99999468559,-5.314410000067937e-06
470,0.1,2,396,-10,-10,0.0,0,-10.0,-8.326710939393468,-1.6732890606065318
471,0.1,2,398,-10,-10,0.0,0,-10.0,-9.997813,-0.002186999999999273
472,0.1,0,398,-10,-10,0.0,0,-10.0,-9.9993439,-0.0006561000000004924
473,0.1,0,398,-10,-10,0.0,0,-10.0,-9.99999468559,-5.314410000067937e-06
474,0.1,3,401,-10,-10,0.0,0,-10.0,-7.415267695927,-2.5847323040730004
475,0.1,0,401,-10,-10,0.0,0,-10.0,-9.73,-0.2699999999999996
476,0.1,2,403,-10,-10,0.0,0,-10.0,-9.07082236406014,-0.92917763593986
477,0.1,0,403,-10,-10,0.0,0,-10.0,-9.999998405677,-1.594323000730924e-06
478,0.1,1,404,-10,-10,0.0,0,-10.0,-9.935443,-0.06455700000000064
479,0.1,0,404,-10,-10,0.0,0,-10.0,-9.999998405677,-1.594323000730924e-06
480,0.1,0,404,-10,-10,0.0,0,-10.0,-9.9993439,-0.0006561000000004924
481,0.1,2,406,-10,-10,0.0,0,-10.0,-8.540638871725669,-1.459361128274331
482,0.1,0,406,-10,-10,0.0,0,-10.0,-9.9993439,-0.0006561000000004924
483,0.1,0,406,-10,-10,0.0,0,-10.0,-9.999998405677,-1.594323000730924e-06
484,0.1,2,408,-10,-10,0.0,0,-10.0,-8.599063815953196,-1.4009361840468042
485,0.1,3,411,-10,-10,0.0,0,-10.0,-7.627548778183342,-2.3724512218166582
486,0.1,0,411,-10,-10,0.0,0,-10.0,-9.99980317,-0.00019683000000014772
487,0.1,0,411,-10,-10,0.0,0,-10.0,-9.99980317,-0.00019683000000014772
488,0.1,0,411,-10,-10,0.0,0,-10.0,-9.99980317,-0.00019683000000014772
489,0.1,0,411,-10,-10,0.0,0,-10.0,-9.999940951,-5.904900000075486e-05
490,0.1,1,412,-10,-10,0.0,0,-10.0,-7.964148282937511,-2.0358517170624886
491,0.1,0,412,-10,-10,0.0,0,-10.0,-9.999940951,-5.904900000075486e-05
492,0.1,3,415,-10,-10,0.0005197525024414062,0,-10.0,-8.38836057070841,-1.6116394292915892
493,0.1,2,417,-10,-10,0.0,0,-10.0,-8.610002718260917,-1.3899972817390829
494,0.1,3,420,-10,-10,0.0,0,-10.0,-8.428105957739266,-1.571894042260734
495,0.1,3,423,-10,-10,0.0,0,-10.0,-7.754952451363756,-2.2450475486362436
496,0.1,0,423,-10,-10,0.0,0,-10.0,-9.9999995217031,-4.782969007521842e-07
497,0.1,4,427,-10,-10,0.0,0,-10.0,-7.0,-3.0
498,0.1,4,431,-10,-10,0.0,0,-10.0,-7.0,-3.0
499,0.1,4,435,-10,-10,0.0,0,-10.0,-7.0,-3.0
500,0.1,2,437,-10,-10,0.0,0,-10.0,-8.078656205846803,-1.9213437941531968
