Episode,Reward,Epsilon,Loss
1,10,0.6400471972407433,
2,10,0.45517823855081224,1.0344964265823364
3,10,0.1394532200621134,0.08933037519454956
4,10,0.1,0.13657167553901672
5,10,0.1,0.23646780848503113
6,10,0.1,0.16787399351596832
7,10,0.1,0.1204405128955841
8,10,0.1,0.07782525569200516
9,10,0.1,0.09531901776790619
10,10,0.1,0.0949551984667778
11,10,0.1,0.08515289425849915
12,10,0.1,0.09508034586906433
13,10,0.1,0.08594705909490585
